player_id,year,round,pick,team
roberca01,1980,4,83,SAS
roberda01,1984,8,181,DET
roberfr01,1982,2,27,MIL
roberge01,1971,14,210,HOU
roberge02,1974,7,124,CHI
roberha01,1978,4,82,LAL
roberjo01,1960,3,21,SYR
roberla01,2005,2,55,SEA
roberma01,1971,3,45,DET
roberos01,1960,1,1,CIN
roberri01,1969,1,15,LAL
roberro02,1981,7,141,NJN
roberry01,1999,2,45,SAC
roberst01,1991,1,23,ORL
roberto01,1977,4,88,LAL
roberwa01,1970,8,128,CLE
roberwi01,1971,13,202,DET
robeyri01,1978,1,3,IND
robinbe01,2004,2,45,CHA
robinbi01,1975,1,10,KCK
robinca01,1976,9,148,NOJ
robinch01,1996,2,51,VAN
robinch02,1986,4,86,DET
robincl01,1979,1,11,NJN
robincl02,1989,2,36,POR
robincr01,1983,3,68,BOS
robincr02,1983,4,93,PHI
robinda01,1987,1,1,SAS
robinda02,1979,4,78,POR
robinda03,1996,2,58,DAL
robineu01,1979,4,69,MIL
robinfl01,1965,2,18,CIN
robingl01,1994,1,1,MIL
robingl02,2014,2,40,MIN
robinja01,1978,4,67,HOU
robinja02,1993,1,21,POR
robinja04,1968,11,139,CIN
robinje01,2018,1,13,LAC
robinje02,2021,2,32,NYK
robinjo01,1977,5,110,LAL
robinla02,1973,16,199,PHI
robinla03,1974,4,59,HOU
robinla04,1984,5,95,CHI
robinma01,1978,9,177,ATL
robinmi01,2018,2,36,NYK
robinmi02,1974,7,111,CLE
robinmi03,1981,7,143,UTA
robinna01,2005,1,21,PHO
robinol01,1982,2,24,SAS
robinri01,1977,7,145,SAS
robinro01,1973,4,60,PHO
robinru01,1990,1,10,ATL
robinru02,1959,7,54,NYK
robinsa01,1970,6,91,SEA
robinst01,2010,2,59,ORL
robinth01,2012,1,5,SAC
robintr01,1974,2,22,WSB
robinwa01,1980,2,31,LAL
robinwi01,1972,4,54,HOU
robisda01,1971,3,44,BOS
robitto01,1959,2,9,DET
robyis01,2019,2,45,DET
rochare01,1947,2,,TRH
rocheal01,1957,5,36,STL
rochebo01,1952,7,,SYR
rochejo01,1971,1,14,PHO
roddyda01,2022,1,23,PHI
rodgegu01,1958,1,5,PHW
rodmade01,1986,2,27,DET
rodriab01,1947,4,,WSC
rodrifr01,1984,10,214,SAS
rodrise01,2006,1,27,PHO
rodweca01,1969,20,217,ATL
roelo01,1995,2,30,DET
rogeral01,1983,6,130,KCK
rogerca01,1994,1,11,SEA
rogerha01,1973,4,67,MIL
rogerjo01,1986,2,34,SAC
rogerke01,1981,10,218,NYK
rogerla01,1979,4,71,NYK
rogerma01,1976,2,34,GSW
rogerpa01,1997,2,54,LAL
rogerph01,1974,10,177,BOS
rogerro01,1993,1,9,DEN
rogerro02,1996,1,22,VAN
rogersc01,1980,9,186,IND
rogerst01,1992,2,40,NJN
rogerwi01,1968,8,94,SEA
roggega01,1962,4,34,SFW
rohje01,1956,7,53,SYR
rohloke01,1963,7,60,STL
rollech01,1956,14,92,SYR
rolleel01,1981,2,42,LAL
rollema01,2010,2,51,OKC
rollike01,1948,3,,FTW
rollina01,1984,8,172,KCK
rolliph01,1956,2,16,PHW
rolliry01,2022,2,44,ATL
rollitr01,1977,1,14,ATL
romabo01,1979,6,126,KCK
romaned01,1957,13,84,STL
romanni01,1955,9,68,BOS
romarlo01,1980,7,141,GSW
romest01,1978,4,78,CLE
romneje01,1952,8,,ROC
rondora01,2006,1,21,PHO
rookje01,1965,14,100,BAL
rooksse01,1992,2,30,DAL
roonemi01,1966,10,89,LAL
roperbo01,1950,3,34,ROC
rosebme01,1984,9,191,SAS
rosece01,1978,5,89,NJN
rosede01,2008,1,1,CHI
roseja01,1994,1,13,DEN
roseji01,1971,2,28,BOS
rosely01,1982,6,136,LAL
rosema01,1996,2,44,CHH
rosendi01,1954,1,4,FTW
rosenga01,1978,9,182,MIL
rosenle01,1957,1,6,PHW
rosete01,1970,15,222,BAL
rosiero01,1974,6,106,CHI
rossfr01,1987,5,108,PHI
rossge01,1980,10,208,NYK
rossri01,1984,3,53,WSB
rosste01,2012,1,8,TOR
rothdo01,1989,2,41,WSB
rotheir01,1947,6,,WSC
rothsc01,1985,4,82,SAS
roundda01,1975,2,28,CLE
roundwa01,1962,16,102,STL
rousebo01,1953,10,,MLH
rousevi01,1964,7,62,CIN
rowanro01,1986,3,67,PHI
rowecu01,1971,1,11,DET
rowelst01,1973,8,134,NYK
rowinji01,1984,4,86,UTA
rowlade01,1981,10,211,DEN
rowsobr01,1987,2,34,IND
royaldo01,1987,3,52,CLE
royalre01,1973,5,70,PHI
roybato01,1956,13,88,NYK
roybr01,2006,1,6,MIN
roycera01,1952,9,,ROC
royerbl01,1969,19,213,SDR
royerbo01,1949,8,,PRO
royto01,1975,3,42,POR
rozenmi01,1975,8,141,GSW
roziecl01,1994,1,16,GSW
roziete01,2015,1,16,BOS
rozycbo01,1976,9,153,BUF
rubiori01,2009,1,5,MIN
ruckech01,1981,9,201,MIL
ruddde01,1985,4,83,UTA
ruddjo01,1978,2,32,NYK
rudomjo01,1962,2,11,NYK
ruffimi01,1999,2,32,CHI
ruffnpa01,1970,2,28,CHI
ruklijo01,1959,2,11,PHW
rulanda01,1983,3,70,PHI
rulanje01,1980,2,25,GSW
rulebo01,1967,2,19,SEA
ruperra01,2023,2,43,POR
ruscost01,1990,2,52,CLE
rushbr01,2008,1,13,POR
rushka01,2002,1,20,TOR
rusinjo01,1947,3,,BLB
russebi01,1956,1,2,STL
russebr01,1993,2,45,UTA
russeca01,1966,1,1,NYK
russeca02,1974,1,8,CLE
russech01,1975,5,74,LAL
russeda01,2015,1,2,LAL
russeda02,1983,2,37,DEN
russefr01,1972,3,35,CHI
russemi01,1978,3,52,KCK
russepi01,1971,13,207,MIL
russeru01,1967,12,133,SEA
russewa01,1982,4,78,DET
rustawa01,1965,4,30,SFW
ryanbi01,1984,9,200,NJN
ryanjo01,1959,7,51,PHW
ryensi01,1951,7,66,NYK
rzewsle01,1950,4,44,FTW
saareti01,1985,5,115,LAL
sabbar01,1987,6,130,UTA
sabonar01,1985,4,77,ATL
sabondo01,2016,1,11,ORL
sacrero01,2012,2,60,LAL
sadlebi01,1983,8,171,DAL
sadlida01,1969,6,72,PHO
sahmwa01,1965,12,91,BAL
sakelbo01,1951,5,42,TRI
saladwa01,1963,6,53,LAL
salauti01,2024,1,6,CHO
salingi01,1981,8,167,ATL
salisda01,1979,2,28,GSW
salleja01,1955,3,23,SYR
sallejo01,1986,1,11,DET
salmojo01,2002,1,26,SAS
salteja01,1980,8,171,NYK
salvaal01,1967,4,32,BAL
samakso01,2000,2,36,NJN
samanlu01,2019,1,19,SAS
sambch01,2006,2,51,LAL
sammodi01,1961,11,96,SYR
sammoem01,1977,8,153,BUF
samoji01,1970,8,135,MIL
sampsja01,2002,2,47,UTA
sampsra01,1983,1,1,HOU
sanchri01,2005,2,35,POR
sandeal01,1972,4,56,BAL
sandefr01,1978,1,20,SAS
sandegr01,1978,8,162,NYK
sandeje01,1989,1,20,CHI
sandeko01,2025,2,50,NYK
sandela01,2010,1,15,MIL
sandemi01,1982,4,74,KCK
sandeto01,1960,1,8,BOS
sandsbo01,1970,9,149,LAL
sandsll01,1951,4,36,NYK
sanfoma01,1997,2,31,MIA
sanforo01,1969,4,51,CIN
sangoea01,1980,10,202,DEN
sangoyo01,1984,3,63,NJN
sanikvi01,2004,2,42,ATL
sanonis01,2018,2,44,WAS
santial01,1963,6,51,STL
santibo01,1953,5,,NYK
santier01,1983,3,55,DET
santogu01,2022,2,55,GSW
santomi01,1978,3,48,SDC
sapplwa01,1982,2,38,GSW
sarafbe01,2025,1,26,BRK
saricda01,2014,1,12,ORL
sarkaka01,1973,13,186,PHO
sarral01,2024,1,2,WAS
sasseja01,1996,2,41,SAC
sasseje01,2001,1,22,ORL
sassema01,2023,1,25,MEM
sassobo01,1953,9,,PHW
satalji01,1969,9,115,MIL
satalma01,1955,9,71,SYR
satoro01,2004,2,52,SAS
satorto01,2012,2,32,WAS
satteke01,2001,2,54,DAL
sauldwo01,1957,8,60,PHW
saulpe01,1949,1,12,ROC
saultgl01,1968,12,152,CIN
saundfr01,1974,2,31,PHO
saundla01,1971,11,177,DET
saundle01,1977,8,169,DEN
saundru01,1979,10,200,KCK
savagbo01,1950,9,108,SYR
savagdo01,1951,2,15,SYR
savagjo01,1964,5,41,LAL
sawyeal01,1950,3,29,WSC
sawyefr01,1961,2,18,LAL
sayloke01,1963,2,18,STL
scalabr01,2001,2,35,NJN
scalede01,1980,2,36,NYK
scanldo01,1952,9,,PHW
scarbke01,1987,6,123,DEN
scearmi01,1982,9,192,IND
schadbe01,1947,2,,CHS
schadfr01,1972,4,53,KCO
schaebi01,1973,2,23,LAL
schaebu01,1950,10,114,CHS
schafbo01,1955,3,19,PHW
schafto01,1987,3,54,DEN
schalst01,1979,5,106,SAS
scharro01,1965,15,107,CIN
schatma01,1949,3,,STB
schaufr01,1949,3,,FTW
schayda01,1981,1,13,UTA
schaydo01,1948,1,4,NYK
schefst01,1990,2,39,CHH
schefto01,1977,6,117,IND
scheiba01,2024,1,30,BOS
schelda01,1966,1,10,CHI
schelje01,1977,3,61,WSB
scheljo01,1969,8,101,MIL
scherhe01,1950,2,19,NYK
schetjo01,1968,9,107,SDR
schifra01,1986,7,152,POR
schindw01,1990,1,24,SAS
schleda01,1975,9,146,ATL
schlemi01,1985,5,96,NYK
schlijo01,1956,6,47,FTW
schlobo01,1951,3,29,PHW
schluda01,1967,6,63,SFW
schludo01,1955,2,16,SYR
schlute01,1983,7,148,DAL
schmach01,1966,4,36,CIN
schmige01,1950,9,105,INO
schmiha01,1957,2,11,MNL
schmima01,1969,14,180,PHO
schmios01,1984,6,131,NJN
schmiri01,1975,6,91,NOJ
schneda01,1970,11,175,CLE
schnedo01,1952,13,,MNL
schnega01,1971,19,236,HOU
schneje01,1982,5,107,HOU
schneot01,1948,7,,PRO
schneto01,1978,9,183,DEN
schnidi01,1950,1,5,WSC
schoejo01,1981,8,163,DET
schoeru01,1982,2,45,PHI
schofad01,2019,2,42,PHI
schofje01,1960,16,94,NYK
scholda01,1969,4,56,PHI
scholdw01,1987,6,128,WSB
schorso01,2003,2,34,LAC
schrach01,1957,3,24,BOS
schraja01,1975,8,130,PHO
schrede01,1985,1,8,DAL
schrege01,1970,10,163,PHO
schroch01,1971,12,187,HOU
schrode01,2013,1,17,ATL
schrojo01,1967,13,140,SEA
schulda01,1964,8,66,BAL
schulda02,1984,9,189,LAC
schulga01,1966,7,65,CIN
schutal01,1953,8,,NYK
schweed01,1976,6,95,LAL
schwejo01,1982,6,138,BOS
schwige01,1954,4,36,MNL
schymbi01,1953,5,,BLB
scolalu01,2002,2,56,SAS
scottal01,1977,7,136,PHO
scottby01,1983,1,4,SDC
scottca02,1981,6,126,GSW
scottch01,1970,7,106,BOS
scottde01,1990,1,4,ORL
scottji01,1955,10,78,MNL
scottji02,1953,8,,ROC
scottke01,1972,13,177,KCO
scottle01,1977,4,87,GSW
scottlo01,1954,5,37,BLB
scottme01,1982,9,190,NYK
scottmi01,2012,2,43,ATL
scottra01,1961,1,4,DET
scottro01,1980,4,71,GSW
scottsh01,1994,2,43,POR
scottwi01,1969,2,29,BAL
scrubja01,2020,2,55,BRK
scuddbo01,1955,14,95,BOS
scurrca01,1985,2,37,UTA
sealefe01,1981,10,220,PHO
sealsbr01,1975,2,21,SEA
sealsdo01,1982,8,183,PHI
sealyma01,1992,1,14,IND
seamato01,1981,7,161,BOS
searced01,1974,5,82,NOJ
searcto01,1978,8,163,GSW
searsde01,1982,9,200,DEN
searske01,1953,15,,ROC
sechldo01,1971,12,185,POR
seemebo01,1970,10,169,MIL
sefolth01,2006,1,13,PHI
seibure01,2007,2,50,DAL
seideal01,1959,2,14,STL
seikaro01,1988,1,9,MIA
seitzbo01,1957,12,81,STL
sekulml01,2002,2,55,DAL
selbogl01,1947,1,2,TRH
selbyjo01,2011,2,49,MEM
sellato01,1959,10,70,PHW
selleaa01,1968,8,93,SDR
sellebr01,1986,1,9,CHI
selleph01,1976,3,38,DET
sellsch01,1962,10,83,STL
selvyfr01,1954,1,1,BLB
semiser01,1987,7,154,PHI
senesa01,2006,1,10,SEA
sengual01,2021,1,16,OKC
sensabr01,2023,1,28,UTA
senskpa01,1950,4,39,PHW
sepicro01,1967,9,97,CIN
serapke01,2010,1,17,CHI
servijo01,1976,4,58,NOJ
sesarjo01,2000,2,47,SEA
sesayan01,1998,2,30,DAL
sessira01,2007,2,56,MIL
sessuho01,1955,6,45,NYK
seungha01,2004,2,46,POR
sewelje01,1970,8,121,SFW
sewelto01,1984,1,22,PHI
sextoco01,2018,1,8,CLE
sextojo01,1956,5,36,NYK
seyfeea01,1968,13,170,PHI
seymoph01,1982,7,144,NYK
shackch01,1988,2,32,NJN
shackda01,1979,6,127,PHO
shackly01,1969,7,91,SDR
shackwa01,1953,5,,SYR
shaefca01,1949,,,PRO
shafejo01,1948,8,,CHS
shaffda01,1986,4,83,POR
shaffde01,1985,5,104,WSB
shaffle01,1960,1,5,SYR
shamela01,2018,1,26,PHI
shammgo01,1997,2,46,WAS
shamsab01,1990,2,53,SEA
shannho01,1949,1,1,PRO
shannol01,1971,7,106,CIN
shannte01,2024,1,27,MIN
sharech01,1950,1,1,BOS
sharmbi01,1950,2,17,WSC
sharpbo01,1962,7,59,SYR
sharpch01,1960,4,31,PHW
sharpda01,2021,1,29,PHO
sharpsh01,2022,1,7,POR
sharpwa01,2008,2,32,SEA
sharrla01,1958,2,13,PHW
shaskjo01,1986,3,61,UTA
shaveno01,1981,6,133,SAS
shavlro01,1956,1,4,NYK
shawbe01,1976,9,146,MIL
shawbr01,1988,1,24,BOS
shawca01,1998,2,37,PHI
shayoma01,2019,2,54,PHI
sheadja01,2024,2,45,SAC
sheddne01,1967,4,40,BOS
sheehto01,1987,4,70,BOS
sheetke01,1953,7,,ROC
sheffdo01,1996,2,36,LAC
shegocl01,1970,7,111,BUF
sheliwa01,2016,2,57,MEM
sheltcr01,1980,2,28,ATL
sheltja01,1950,5,49,BOS
sheltlo01,1976,2,25,NYK
shengto01,2012,2,54,PHI
shephlo01,1968,5,59,LAL
sheppbe01,2023,1,26,IND
sheppre01,2024,1,3,HOU
sheppst01,1977,2,30,CHI
sheroed01,1981,4,72,NJN
sherrau01,1985,2,34,CHI
sherrcl01,1971,8,134,CHI
shidlja01,1980,9,183,CHI
shielge01,1963,6,48,SFW
shimkjo01,1984,9,187,CLE
shinajo01,1970,7,116,ATL
shippje01,1959,9,66,NYK
shivega01,1954,10,81,BLB
shoemjo01,1978,6,119,CHI
shortar01,1954,2,13,FTW
shortca01,1961,11,93,CIN
shortge01,1975,1,9,NYK
shortpu01,1978,1,5,GSW
shortto01,1948,7,,PHW
shousde01,1985,4,92,LAL
showada01,1960,4,25,CIN
shriddi01,1948,5,,NYK
shuege01,1954,1,3,PHW
shulgma01,2025,2,57,ORL
shultea01,1961,12,99,NYK
shumajo01,1974,1,4,PHO
shumpim01,2011,1,17,NYK
shyeu01,1976,10,163,NYK
siakapa01,2016,1,27,TOR
sibersa01,1972,2,19,KCO
siblema01,1973,4,64,CHI
sichtje01,1979,4,82,GSW
sidledo01,1968,3,29,SFW
sidleke01,1958,7,55,STL
siebeke01,1963,6,47,BAL
siegfla01,1961,1,3,CIN
siemiha01,1972,4,50,CLE
sienkto01,1981,7,145,SEA
signoji01,1970,6,102,NYK
sikmaja01,1977,1,8,SEA
silasja01,1972,5,70,HOU
silaspa01,1964,2,12,STL
silaspe01,1953,6,,MNL
silcga01,1963,8,67,DET
silcoha01,1955,7,51,PHW
sillimi01,1966,8,69,NYK
silvete01,1953,19,,ROC
simiewa01,2005,1,29,MIA
simkuri01,1983,10,222,NJN
simmobe01,2016,1,1,PHI
simmobo01,2001,2,42,SEA
simmoce01,2006,1,15,NOK
simmoga01,1958,12,79,MNL
simmogr01,1966,12,100,BAL
simmoli01,1990,1,7,SAC
simmosa01,1972,6,97,LAL
simmosh01,1973,15,197,CAP
simmowi01,1985,4,76,SAC
simmsto01,1983,6,128,NYK
simonan01,2018,1,24,POR
simoner01,1978,10,195,NYK
simonle01,1967,8,82,CHI
simonma01,2020,2,44,CHI
simonmi01,1998,2,42,ORL
simonwa02,1968,12,149,SEA
simpkdi01,1994,1,21,CHI
simpkma01,1979,5,91,CLE
simpsji01,1949,5,,BOS
simpske01,1982,5,97,KCK
simpskj01,2024,2,42,CHO
simpsma01,1984,7,149,DEN
simpsra01,1972,1,11,CHI
simpsra02,1973,5,81,CHI
simsbo01,1960,7,54,STL
simser01,1968,14,175,BAL
simsgi01,1980,7,148,POR
simsje01,2021,2,58,NYK
simsle01,1969,10,133,SDR
simssc01,1977,5,103,SAS
simsst01,1971,17,231,HOU
simswi01,1981,5,101,DEN
sinanne01,2003,2,54,POR
sincldo01,1982,10,217,WSB
singhsa01,2015,2,52,DAL
singlch01,2011,1,18,WAS
singlge01,1984,3,69,LAL
singlha01,1968,11,142,LAL
singlis01,1983,10,215,WSB
singlke01,1981,6,134,LAL
singlky01,2011,2,33,DET
singlmc01,1984,6,120,MIL
singlro01,1987,7,145,PHO
singlsa01,1967,3,30,SEA
singlse01,2008,2,42,SAC
sinicze01,1951,1,4,FTW
sinneke01,1979,9,168,BOS
sirvyde01,2019,2,37,DAL
sisneti01,1976,8,138,CLE
sisonvi01,1981,10,206,NJN
sittoch01,1984,2,38,DAL
siudeed01,1969,2,22,SFW
sivape01,2013,2,56,DET
sizemlo01,1960,10,70,CIN
skaggst01,1979,7,131,CLE
skilesc01,1986,1,22,MIL
skinnal01,1974,9,160,BOS
skinnbr01,1998,1,22,LAC
skinnda01,1978,3,50,BOS
skinnta01,1974,3,44,SEA
skoglju01,1948,9,,MNL
skoogwh01,1951,1,10,MNL
skurclo01,1964,5,40,PHI
slackch01,1956,4,31,FTW
sladeje01,1962,11,87,CHZ
slappke01,1977,8,159,NYK
slaugji01,1951,4,32,TRI
slaugjo01,1982,2,43,IND
slawsja01,2023,2,54,SAC
slayta01,2002,2,54,NJN
sledzhe01,1953,7,,BLB
sloanbr01,1969,11,154,PHI
sloanje01,1964,3,21,BAL
slobobo01,1961,6,52,CIN
slokaur01,2005,2,58,TOR
slubyto01,1984,2,41,DAL
smaagpa01,1953,14,,ROC
smailal01,2019,2,39,NOP
smallbi01,1963,5,40,DET
smalled01,1960,13,87,STL
smallja01,2025,2,48,MEM
smallke01,1979,10,195,POR
smalllo01,1970,9,138,SFW
smartdo01,1959,7,50,DET
smartke01,1988,2,41,GSW
smartma01,2014,1,6,BOS
smedma01,1983,10,207,IND
smilefr01,1971,16,228,DET
smithad01,1958,15,86,CIN
smithal01,1969,10,132,CHI
smithal02,1977,5,99,CLE
smithan02,1981,7,142,CLE
smithan03,1999,2,51,VAN
smithar01,1952,10,,ROC
smithba01,1965,6,50,DET
smithbe01,1976,5,76,NYK
smithbi01,1961,5,42,NYK
smithbi02,1969,1,6,SDR
smithbi03,1966,9,81,CIN
smithbi04,1974,7,122,NYK
smithbo01,1959,3,20,MNL
smithbu01,1967,11,114,BAL
smithch01,1988,1,3,PHI
smithch03,1992,2,34,MIN
smithch04,1997,1,26,MIA
smithch06,1961,2,19,SYR
smithcl01,1986,5,97,GSW
smithcl02,1971,9,143,GSW
smithcr01,2006,2,36,MIN
smithda01,1976,3,35,CHI
smithde02,1982,2,35,GSW
smithde03,2017,1,9,DAL
smithdo01,1947,8,,CHS
smithdo02,1974,2,19,PHI
smithdo03,1991,1,6,DAL
smithdo04,2004,2,34,ATL
smithdo05,1977,7,148,POR
smithdw01,1959,13,83,MNL
smithdw02,1967,3,23,LAL
smithed01,1951,1,6,NYK
smithed02,1985,7,158,DEN
smithel01,1971,1,3,BUF
smither01,1982,4,79,POR
smithfr01,1968,6,78,MIL
smithfr02,1983,8,177,POR
smithga01,1968,3,32,BOS
smithge01,1984,5,94,IND
smithge02,1952,14,,MNL
smithge03,1952,15,,MNL
smithgl01,1952,10,,PHW
smithgo01,1969,9,122,BOS
smithgr01,1968,4,50,MIL
smithhe01,1971,4,68,MIL
smithho01,1976,9,157,GSW
smithja01,2000,2,45,SAC
smithja02,2007,1,20,MIA
smithja04,2020,1,10,PHO
smithja05,2022,1,3,HOU
smithje02,1963,2,13,DET
smithje03,1971,5,74,SEA
smithji01,1981,3,54,SDC
smithji02,1958,2,16,BOS
smithji03,1968,9,108,SEA
smithji04,1969,9,125,LAL
smithji05,1971,8,124,ATL
smithjo01,1968,8,101,LAL
smithjo02,1995,1,1,GSW
smithjo03,2004,1,17,ATL
smithjo05,1969,8,111,LAL
smithjo06,1969,12,158,SEA
smithjo07,1981,8,176,POR
smithjr01,2004,1,18,NOH
smithju01,1986,3,49,POR
smithke01,1987,1,6,SAC
smithke02,1975,4,65,HOU
smithke03,1986,2,45,MIL
smithke04,1976,10,173,GSW
smithke05,1982,9,193,DET
smithke06,1983,10,209,SDC
smithla01,1980,2,24,GSW
smithla02,1991,1,19,WSB
smithla03,1975,6,102,SEA
smithle01,1999,1,29,SAS
smithma01,1981,3,67,MIL
smithmi01,1989,1,13,BOS
smithmi02,1994,2,35,SAC
smithmi03,2000,2,35,WAS
smithmi04,1977,7,143,CHI
smithni01,2023,1,27,CHO
smithno01,2011,1,21,POR
smithos01,1968,7,89,ATL
smithot01,1986,2,41,DEN
smithpe01,1971,13,197,BUF
smithph01,1974,2,29,GSW
smithph02,1984,4,89,DET
smithra01,1970,14,205,DET
smithra02,1967,9,95,NYK
smithra03,1981,8,173,KCK
smithra04,1983,8,178,SEA
smithre01,1992,2,31,POR
smithri01,1980,7,159,PHI
smithro01,1977,3,65,DEN
smithro03,1977,4,82,GSW
smithro04,1977,4,84,HOU
smithru01,2014,2,47,PHI
smithsa01,1967,3,28,CIN
smithsa02,1977,3,48,ATL
smithsa03,1973,9,144,PHO
smithst01,1991,1,5,MIA
smithst04,1973,7,114,GSW
smithst05,1979,6,114,CHI
smithto01,1951,5,46,NYK
smithto02,1990,2,51,LAL
smithto03,2003,2,53,CHI
smithto04,1978,7,143,CLE
smithty02,2024,2,33,MIL
smithve01,1981,2,46,PHI
smithwa01,1978,4,88,PHO
smithwi01,1971,3,42,POR
smithwi02,1976,2,18,CHI
smithzh01,2018,1,16,PHO
smitsri01,1988,1,2,IND
smrekmi01,1985,2,25,POR
smythjo01,1953,6,,NYK
smythjo02,1957,3,20,STL
sneedmi01,1972,7,102,KCO
sneejo01,1952,9,,MLH
snellto01,2013,1,20,CHI
snower01,1995,2,43,MIL
snydedi01,1966,2,14,STL
snydeki01,2004,1,16,UTA
soberri01,1975,1,16,PHO
sobiero01,1956,1,7,FTW
sobrefr01,1960,7,49,CIN
sochaje01,2022,1,9,SAS
soderma01,1972,12,172,PHO
soensbi01,1968,11,145,PHI
sojoumi01,1974,1,10,ATL
sojouwi01,1971,2,20,CHI
sokolwa01,1970,5,75,CLE
solombo01,1973,10,159,DET
solomda01,1982,3,68,PHI
solomed01,1953,5,,PHW
solomwi01,2001,2,33,MEM
somerwi01,1965,7,59,BAL
songada01,2002,2,50,BOS
sonnera01,1952,11,,ROC
sorbeth01,2025,1,15,OKC
sorenda01,1970,2,26,CLE
southje01,1967,18,160,BAL
sowinfr01,1978,9,171,NJN
sowpa01,2004,2,47,MIA
spaceda01,1984,10,209,CLE
spagnma01,2022,2,50,MIN
spainho01,1952,16,,MNL
spainke01,1969,2,20,CHI
spaldra01,2018,2,56,PHI
spanaji01,1979,1,16,PHI
spanova01,2004,2,50,DAL
sparkda01,1968,4,41,CIN
sparrgu01,1955,3,21,NYK
sparrja01,1978,5,92,IND
sparrro01,1980,4,75,NJN
spearod01,1948,4,,CHS
speerdo01,1982,8,178,DEN
speicda01,1977,8,157,NOJ
speicem01,1949,8,,BOS
speigbo01,1953,2,12,BLB
speigma01,2008,1,16,PHI
spellom01,2018,1,30,ATL
spencca01,2024,2,53,DET
spencel01,1992,1,25,LAC
spencfe01,1990,1,6,MIN
spencge01,1967,19,161,BAL
spencph01,1976,6,92,MIL
spicebu01,1954,4,28,BLB
spicela01,1979,8,156,MIL
spighjo01,1972,10,156,MIL
spiveji01,1957,3,19,MNL
splitti01,2007,1,28,SAS
spodepe01,1964,4,30,BAL
spoelar01,1954,4,34,ROC
spragbr01,1961,5,47,PHW
spratjo01,1959,6,43,PHW
sprewke01,1981,6,119,UTA
sprewla01,1992,1,24,GSW
spriged01,1982,8,184,BOS
sprigla01,1981,4,81,HOU
springa01,1984,6,137,PHI
sprinja01,2021,1,28,PHI
sprinji02,1956,9,66,MNL
sprinke01,1984,3,66,DET
sprinto01,1980,7,143,DEN
spruial01,1975,6,98,DET
spurlgr01,1986,5,101,PHO
stackje01,1995,1,3,PHI
stackji01,1983,6,117,HOU
stackry01,1998,2,48,CLE
stacoke01,1973,2,24,CHI
stacyho01,1961,13,104,STL
stahled01,1975,5,85,KCK
stallbu01,1972,1,7,SEA
stallda01,1965,1,5,NYK
stallke01,1974,9,149,HOU
stallwe01,1986,4,90,PHI
stample01,1980,4,88,PHO
stancke01,1982,4,83,GSW
standfr01,1968,13,169,ATL
stanige01,1950,2,22,ROC
stanijo01,1948,10,,NYK
stanlca01,2020,2,54,IND
stanlke01,1962,6,47,NYK
stanste01,1984,1,15,DAL
starrgr01,1971,10,155,POR
starrke01,1976,4,52,CHI
staufbo01,1952,1,7,BOS
staufgo01,1952,8,,INO
stausni01,2014,1,8,SAC
stavela01,1958,9,65,CIN
steagsc01,1951,2,13,INO
steella01,1971,3,37,POR
steelma01,1983,6,138,LAL
stefaed01,1976,10,168,PHI
stefalo01,1985,5,97,SEA
steigma01,1992,2,52,CHI
steinha01,1959,3,23,STL
steinra01,1952,12,,ROC
stemmdo01,1953,11,,BLB
stepavl01,1998,1,27,SEA
stephar01,1968,13,168,BOS
stephev01,1988,2,31,PHI
stephfr01,1964,10,83,STL
stephja01,1955,2,9,STL
stephki01,1970,10,166,LAL
stephla01,2010,2,40,IND
stephna01,1972,4,61,BOS
stephph01,1972,12,173,BOS
steppbl01,2004,2,58,MIN
steppbr01,1982,1,17,KCK
steveba01,1985,2,43,DEN
stevede01,2000,1,23,UTA
stevema01,1980,5,111,PHO
stevero01,1959,4,27,PHW
stevewa01,1958,7,50,CIN
stewaab01,1973,10,152,PHI
stewaar01,1973,4,65,CAP
stewabe01,1952,11,,PHW
stewada01,1972,10,151,SEA
stewade01,1969,4,44,PHO
stewadi01,1969,10,137,ATL
stewaga01,1971,9,138,BUF
stewagr01,1982,4,92,BOS
stewais01,2020,1,16,POR
stewake01,1997,2,36,PHI
stewaki01,1978,6,126,LAL
stewala02,1969,14,181,MIL
stewama01,1971,2,33,PHI
stewami02,1972,6,95,CHI
stewano01,1956,5,34,STL
stewast01,1978,7,134,HOU
stickbi01,1954,12,99,NYK
stickch01,1955,11,84,NYK
stickwa01,1948,9,,ROC
stiegro01,1983,5,95,IND
stielst01,1980,8,167,IND
stilego01,1970,10,165,PHI
stinnph01,1988,3,69,NYK
stinsqu01,1948,10,,MNL
stipast01,1983,1,2,IND
stithbr01,1992,1,13,DEN
stithsa01,1960,8,56,CIN
stithto01,1961,1,2,NYK
stivral01,1985,4,75,SEA
stockjo01,1984,1,16,UTA
stoczda01,1974,7,109,PHI
stojape01,1996,1,14,SAC
stokeed01,1993,2,35,MIA
stokefr01,1975,9,145,NOJ
stokegr01,1985,2,33,PHI
stokeja01,2014,2,35,UTA
stokema01,1955,1,2,ROC
stokena01,1978,9,184,PHO
stoketi01,1976,10,169,BUF
stokeve01,1953,6,,BOS
stonedi01,2016,2,40,NOP
stonege01,1968,9,115,LAL
stoneja01,1951,2,11,BLB
stoneja02,1947,9,,CHS
stoneke01,1987,7,155,POR
